topic_title,category,sub_category,is_pm,post,like_count,reply_count,url,created_at
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Welcome viewers to the new Official Presidential debate! Please do not post on this topic, as may cause anger... Anyway, vote yourself away to reveal the next president!!! Oh and by the way, I am your news reporter, JonnyGamer. Please stay tuned and read the reports. Thanks! (That means kindly activate your alerts button at the bottom) (don't flag this b/c it is for a project)
[poll]
- Donald Trump
- Hillary Clinton
- Bernie Sanders
- Marco Rubio
- Ted Cruz
- Ben Carson
- Jeb Bush

[/poll]",10,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/1,2016-02-03 21:20:16 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
Welcome to the presidential vote! I'm your news reporter, JonnyGamer. This has now started and we will see the votes soon. In the meantime, please do not reply to this, which actually voting doesn't have replies. Anyway, it is time to vote!",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/2,2016-02-03 21:22:36 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.......
There are currently 3 voters! Trump is in the lead at 66.6 percent, while Bernie lingers behind at 33.3. Get your vote in before it's too late!",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/3,2016-02-03 21:23:35 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND....
The fourth vote goes to Hillary Clinton! As of now, the votes will be either of this three candadites. This will be a tense election, people, so get your voting in!",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/4,2016-02-03 21:25:33 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Ted Cruz join the show, triple tieing up with Hillary and Bernie. Trump, still in the lead, may be dethroned soon..",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/5,2016-02-03 21:26:38 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
The sixth vote makes trump and Hillary tied in the lead, this will be a nasty battle. Who will win? Bernie and Cruz longer behind waiting for their turn to attack...",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/6,2016-02-03 21:28:48 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Here we are, folks! The seventh vote has been cast and Jeb Bush joins the debate! Hillary and Trump are still fighting for the lead. Vote for these two to see who will come in front! Meanwhile, the rest of the candadites are following close behind. This will be a very intense battl- I mean election between the democrats and the republicans. Just one vote can change everything...",5,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/7,2016-02-03 21:34:07 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND........
Things have been pretty slow lately. Votes must come, people!! Anyway, Ben Carson has just been voted for, making everyone relatively close to each other. Remember, one vote can change the entire outcome... 
*cue for commercial break*
And now, have you ever wanted to buy a yacht???....",6,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/9,2016-02-03 21:42:22 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
There are ten votes!!! Hillary pushes into the lead as trump tries not to be dethroned. Hillary is at 40, trump at 20, the rest at 10 or zero. (Rubio isn't getting much attention) Get your vote in today so your favorite will win!",5,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/10,2016-02-03 21:44:21 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
There are eleven votes! Hillary deepens her lead as trump and Carson are trapped in a second place position. Who will battle this one out? Will Hillary make her lead further? Is Rubio not going to get ANY votes?",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/14,2016-02-03 21:47:14 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Sorry, I was going to make a project. I advised people not to post on this one anyway because there would most likely be fights and stuff. Anyway, did you get your vote in??",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/15,2016-02-03 21:48:05 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
As the voting thickens, Hillary makes her lead more and more and more largened. This means that she is 25% on her way to win! (If I calculated that correctly...) I know most people do not want that to happen so...
Get your own vote in now!",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/18,2016-02-03 21:52:16 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
The discussion that wasn't actually meant to happen is happening! People are advertising who should win. Are they right? It's your opinion... Get your vote in now, so the US won't be run by a creepo (Totally not directed at Trump)",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/19,2016-02-03 21:54:46 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Another vote for Trump!!! As he pulls away from the behind, Trump states that he will trump over Hillary's lead soon enough. Will that happen? Get your vote in now!!",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/20,2016-02-03 21:59:25 UTC
Rules of Forum Parties,Deprecated (Help with Code),-,No,"Aw man! I was gonna ask to have a ground hog day party, but that was yesterday.",1,0,https://forum.gethopscotch.com/t/rules-of-forum-parties/4490/33,2016-02-03 22:00:43 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Trump is catching up with Hillary! Only eleven percent more, if you want him to win. It is your opinion! Anyway, let's talk to Marco Rubio! Marco, are you sad no one has voted for you? ""Actually, I'm fine. These are just kids! It's not the real election!"" K, what if I told you it was... ""Wha wha!!!!!!"" And let's get back! Will Trump ACTUALLY trump Hillary, or will she overpower. Let's find out!",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/21,2016-02-03 22:03:37 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.......
Hillary has the fifteenth vote, making herself 20 percent away from second. Actually, we have her here right now. Hello, Hillary! Are you feeling confident for running for office? ""Oh yes. I'm confident. I can't believe that Trump snob is trying to over run THIS"" *over exaggeratedly points to herself* Well, ok then. Thanks for being interviewed! Stay tuned for next time.",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/23,2016-02-03 22:09:51 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.......
More and more votes are coming in to Hillary. Hillary is destroying the contest, but Trump rolls on behind. Can he catch up and take her down? Or will Hillary consume all and become a power house? Stay tuned to see AND read the next one because Trump is going to be interviewed next! Thanks again, and get your vote in now!",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/24,2016-02-03 22:12:31 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
As the voting tenses, we will be interviewing, Donald Trump! *booing rolls throughout the audience...* Anyway, here he is! *Trump struts in as more booing continues* ""Well, well! I guess I have a lot of attention!"" *Eveyone cheers because people have short term memory* Ok, that enough everyone!! Trump, how are you feeling about this competition? *Beofre trump opens his mouth, a flower pot crashes down on his head, causing him to be unable to speak* What! Who did that! That was unexpected.... Good thing that was a decoy! *The real Trump walks in, and yells, ""Me for president!! Yah!!!* Ugh. Ok, Trump, how do you feel about this competition?? ""I'm confident because I'm gonna win!!"" *Trump runs off* Well, that wasn't much of an interview but, thanks again? Well, get your vote in now, so your favorite will become the president!",3,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/25,2016-02-03 22:22:15 UTC
Cool Blurry Font Trick!,Deprecated (Help with Code),-,No,"Now it is my turn

[spoiler]
Trump for the win!!!

[/spoiler]",3,2,https://forum.gethopscotch.com/t/cool-blurry-font-trick/5781/57,2016-02-03 22:27:12 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.......
The voting has come to a short halt. In the meantime, I will announce who will be the next interviewed person... That person is...
[spoiler]
Someone special and you'll never know!
[/spoiler]

What! Who is it? Vote to see if your right!
[poll]
- Obama
- Lady Gaga
- Will Ferrel
[/poll]",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/26,2016-02-03 22:31:12 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
Hillary is voted for again. It seems as though she has taken the show. But, there is still a chance a change could happen. Get your vote in to swerve the votes. Now, for a motivational speech from....
*The best time for a commercial break! Haha*",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/28,2016-02-03 22:37:32 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
Thankfully, no one has gone crazy with their posts. I thank you all for that. Now, Hillary is ahead of everyone combined by ten percent. How could this be? Can it be changed? Will someone get a major vote boost? Who is this next interview going to be with??",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/31,2016-02-03 22:41:01 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
The polls have paused for a moment, so now is the time for the interview! *crowd goes wild* Thank you! Now, come in, Obama!!! *crowd goes crazy wild, while others boo. Obama AND his family walk in with golden outfits.* Here he is! The latest president! Now, how do you feel, Obama, about finishing your run of presidency to the US? *Obama dances some epic freestyle moves and gets back up* ""Who said my run was over! I'm running for a third term!!"" *The crown screams again* Uh, are you sure? The law clearly states that... *A needle is shot out and hits JonnyGamer in the neck. He instantly falls asleep while FBI agents take him away with Obama.* 
*Epic blackout and then... Commercial break!*",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/35,2016-02-03 22:45:53 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
*Everything suddenly comes back to normal* So, Carson and Trump are battling out second place again. Hillary has knocked down a few numbers while Trump and Carson rise. Will they catch up? Or will Hillary take the cake (and then eat it in front of them) This is your chance to vote! Do it now...",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/37,2016-02-03 22:51:09 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
Bernie has finally gotten his second vote! Let's call him up! *Bernie walks in* So, Bernie. How do you feel about running for president? ""Oh I'm totally gonna crush the polls!"" *He kisses his arm as the audience boos* Um... Ok then, you realize you have two votes? ""Oh ya, it's my plan! All my voters never vote me until the last minute! There for, I'm gonna crush them polls!!"" Uh, ok then.. Thanks for reading, and get your vote in now!",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/40,2016-02-03 22:57:07 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Yes, the other one was closed because people were fighting. I'm still reporting! ;)",0,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/41,2016-02-03 22:57:50 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Hahaha
News reporting! That's what I meant. Sorry
You should read them. I interview Obama",0,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/43,2016-02-03 22:58:37 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Trump and Carson are officially tied at 16%. Who will get the next vote for second? In Bernie going to crawl up 4 percents to pass them up? Who will have the bragging rights for second? And the main question... Is Hillary cheating??? Lastly, who will be the next interviewer??",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/45,2016-02-03 23:02:22 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND......
As Hillary stays in the lead, I will be interviewing one of these three...
Who is it?
[poll]
- Arnold Schwarzenegger 
- William Shakspeare 
- Anush!!
[/poll]",1,1,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/47,2016-02-03 23:06:07 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND....
It seems the polls have been inactive lately. Maybe it's time for the interview! Ok, who will it be? Come in, Anush!!! *Anush is a little kid. He walks in with a huge bowl of curry* Hello, Anush! Now, not many people know you but- ""I'm Anush so give me curry!!!"" Oh, ok. Anyway, how do you think about all this- ""I don't care about ANyThInG!!! Well, except if I don't have my curry."" *Anush runs around and tramples most of the audience...* Cut!! Cut!!!!!!
*Commercial Break*",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/51,2016-02-03 23:13:10 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Wow! Carson pulled ahead of Trump! Is Carson going to catch up with Hillary? Who knows? There's only 26 votes. Anything can happen, now.",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/52,2016-02-03 23:17:41 UTC
Same and Empty Profile Picture Problem,Deprecated (Help with Code),-,No,"Agreed a third time
<rinfind",1,0,https://forum.gethopscotch.com/t/same-and-empty-profile-picture-problem/6079/4,2016-02-03 23:23:07 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Next news report:
4:00 Pacific

@Kiwicute2016, I don't see any flags... Why is it closed?
Ya, I double checked. No flags...",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/55,2016-02-03 23:27:20 UTC
Presidential Election! #3,Deprecated (Help with Code),-,No,Huzah!!!! I'm back!!!!,0,0,https://forum.gethopscotch.com/t/presidential-election-3/6082/2,2016-02-04 00:07:19 UTC
Presidential Election! #3,Deprecated (Help with Code),-,No,"AND.........
So, back on a new fresh post. Hillary is ultimately leading *again* at 58 percent. The nearest person to her is still kind of far. Trump at 16%, but he can still rise up. Will Hillary stay on and claim her lead, or will another contestant dethrone her? Vote and find out!",0,0,https://forum.gethopscotch.com/t/presidential-election-3/6082/3,2016-02-04 00:09:25 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,"Ok, my email for drive is jpapp343@g mail.com
I love writing!",0,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/20,2016-02-04 00:10:13 UTC
The single text project challenge!,Deprecated (Help with Code),-,No,"Yes, mostly the only way to do something is clones. My bit bird uses clones, but it was very difficult to create",2,0,https://forum.gethopscotch.com/t/the-single-text-project-challenge/6066/9,2016-02-04 00:10:57 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,The refreshing begins....,0,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/23,2016-02-04 00:12:13 UTC
Presidential Election! #3,Deprecated (Help with Code),-,No,"AND......
Hillary gets knocked back a few numbers, but it does not hurt her lead. Bernie Sanders passes Trump by a mere one percent, while the others are still sorting things out",0,0,https://forum.gethopscotch.com/t/presidential-election-3/6082/4,2016-02-04 00:14:07 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,Got it!!! Yes!! Thanks,0,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/25,2016-02-04 00:14:38 UTC
Presidential Election! #3,Deprecated (Help with Code),-,No,"AND.....
Hillary keeps falling down, now she's at 46, while sanders, trump, and Rubio crawl up there positions and fight eachother. How will this go? Who will officially win? Get your vote in, folks!",1,0,https://forum.gethopscotch.com/t/presidential-election-3/6082/5,2016-02-04 00:21:06 UTC
Presidential Election! #3,Deprecated (Help with Code),-,No,"Ok. Peace everyone! 
*news reporter out*",0,0,https://forum.gethopscotch.com/t/presidential-election-3/6082/7,2016-02-04 00:37:12 UTC
Rules of Forum Parties,Deprecated (Help with Code),-,No,It was a joke! Sorry for the confusion,2,0,https://forum.gethopscotch.com/t/rules-of-forum-parties/4490/37,2016-02-04 01:18:33 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,Hooray! Thanks so much!,2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/67,2016-02-04 02:01:24 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"Ok, it took a lot of time, anyways",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/68,2016-02-04 02:01:52 UTC
The single text project challenge!,Deprecated (Help with Code),-,No,"Finished! It's a little laggy becuase of the when something is touching something function. That's just a bug on hopscotch, so on newer iPads, it may be less laggy. Anyway, here's the link!
https://c.gethopscotch.com/p/xsf399kr2
@Rawrbear @MobCraft @Huggingfluffybear @Hermione",3,0,https://forum.gethopscotch.com/t/the-single-text-project-challenge/6066/11,2016-02-04 02:05:03 UTC
HOPSCOTCH ~Truth or Dare~,Deprecated (Help with Code),-,No,Mua ha ha! Truth or dare,0,0,https://forum.gethopscotch.com/t/hopscotch-truth-or-dare/6083/52,2016-02-04 02:06:56 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,Mua ha ha! Storeez is fun!,1,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/61,2016-02-04 04:08:09 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,"I can work right now.
So, I was thinking when we've decided the prologue, we can decide names for the next stories and then people assign their names to them and write them. That seems to be the best way",0,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/66,2016-02-04 17:14:13 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
Now that we have forty voters, Hillary seems to be keeping her lead at 46. Bernie and Carson are battling out second at 15 while Trump is sneaking behind at 13. The other candadites seems to be unnoticed while Polio still has zero votes! Get your vote in everyone!",1,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/71,2016-02-04 17:38:42 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND....
Hillary pushes up after 43 votes! (By one percent) In the meantime, Trump, Carson, and Sanders try to make out who will be second. Vote for them to find out!",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/72,2016-02-04 17:53:27 UTC
"The Official Presidential *friendly* debate! (This will be made into a project) Current votes: Hillary at 46, Trump at 12 and Carson at 13 and Bernie at 16! Get your vote in now!",Deprecated (Help with Code),-,No,"AND.....
There are currently 44 voters. Who will receive the 45? Is Bernie going to stay at 16 in second? Will Rubio still remain in last at zero votes????",2,0,https://forum.gethopscotch.com/t/the-official-presidential-friendly-debate-this-will-be-made-into-a-project-current-votes-hillary-at-46-trump-at-12-and-carson-at-13-and-bernie-at-16-get-your-vote-in-now/6072/74,2016-02-04 18:04:40 UTC
Glitches (with links),Deprecated (Help with Code),-,No,"Hmm. Seems familiar
<djjc",2,0,https://forum.gethopscotch.com/t/glitches-with-links/6116/5,2016-02-04 19:18:08 UTC
New Glitch anyone?,Deprecated (Help with Code),-,No,"Happens to me all the time! I hate it. I think I click something, but I didn't.",1,0,https://forum.gethopscotch.com/t/new-glitch-anyone/6115/5,2016-02-04 19:18:54 UTC
Nominations for Featured!,Announcements,-,No,"Flappymoji
https://c.gethopscotch.com/p/xkep63v1l",19,0,https://forum.gethopscotch.com/t/nominations-for-featured/6104/29,2016-02-04 19:20:26 UTC
What I love about staff,Deprecated (Help with Code),-,No,"Woah! I bet that took a while.
Anyway, thanks staff!",4,0,https://forum.gethopscotch.com/t/what-i-love-about-staff/6117/3,2016-02-04 19:21:10 UTC
What are you using right now?,Deprecated (Help with Code),-,No,I use iPad. It's very glitchy though,2,0,https://forum.gethopscotch.com/t/what-are-you-using-right-now/6114/2,2016-02-04 19:21:48 UTC
Ima make a project about Canada Vs America,Deprecated (Help with Code),-,No,"I vote for...
Vatican City!",0,0,https://forum.gethopscotch.com/t/ima-make-a-project-about-canada-vs-america/6097/33,2016-02-04 19:22:37 UTC
Anyone wanna make a story with me?,Deprecated (Help with Code),-,No,"Ok. I'm sick today, so I'm basically free!",0,0,https://forum.gethopscotch.com/t/anyone-wanna-make-a-story-with-me/6038/68,2016-02-04 19:34:51 UTC
